,name,url,loca,entre,info
128,Olist,https://olist.com/,Endeavor Brazil ,          Tiago Dalvi  ,"Olist assists small and medium businesses in Brazil with online marketplace sales and management.
"
129,OneTrust,http://www.onetrust.com,Endeavor Atlanta ,          Kabir Barday ,"OneTrust is a privacy, security and third-party risk management platform. Catapulting to unicorn status after a large first round of funding in 2019, OneTrust was listed as the #1 fastest-growing company on Inc. 5000 in August 2020.
"
130,Oyster,https://www.oysterhr.com/,Endeavor Lebanon ,          Tony Jamous ,"Oyster is a global employment platform on a mission to remove barriers to cross border employment so that every talented person can have access to a great remote job.
"
131,Paack,https://paack.co/,Endeavor Spain ,"          Fernando Benito ,           Xavier Rosales ","Paack is a last-mile e-commerce package delivery solution offering scheduled same day and next day deliveries within 67 cities in 5 countries.
"
132,Paga,https://www.mypaga.com/,Endeavor Nigeria ,"          Jay Alabraba ,           Tayo Oviosu ","Paga is promoting financial inclusion across Nigeria as the country’s largest multichannel mobile money operator. It enables individual consumers to send and receive money transfers and empowers businesses to process payments. 
"
133,Papara,https://www.papara.com,Endeavor Turkey ,          Ahmed F. Karslı ,"Papara is a Turkish fintech company that provides services such as cash-in/cash-out, bill payments, commercial payments, and P2P payments. 
"
134,Paxel,https://paxel.co/,Endeavor Indonesia ,"          Bryant Christanto  ,           Erick Soedjasa ,           Zaldy Masita ","Paxel is the first and only tech-enabled cold-chain fulfillment and last-mile platform that can deliver fresh+frozen food nationwide in Indonesia. The company brings local F&B SMEs nationwide through door-to-door cold fulfillment and last-mile delivery that is fast and secure. 
"
135,Payhawk,https://payhawk.com/,Endeavor Bulgaria ,          Hristo Borisov ,"Payhawk is a next generation financial system that combines credit cards, payments, expenses, cash management, and pre-accounting into one integrated experience
"
136,Peak Games,https://www.peak.com/,Endeavor Turkey ,          Sidar Sahin ,"Peak Games is a global mobile gaming company which was acquired by Zynga in 2020.
"
137,PiggyVest,https://www.piggyvest.com/,Endeavor Nigeria ,"          Odunayo Eweniyi ,                     Somto Ifezue                    ,           Josh Chibueze ","PiggyVest is a financial services platform that provides its predominantly Millennial and Gen Z users across Nigeria with access to savings and investment products that drive wealth creation and preservation. 
"
138,Platzi,https://platzi.com,Endeavor Colombia ,"          Freddy Vega ,           Christian van der Henst ","Platzi is an EdTech platform that offers streaming online courses taught by tech industry leaders in design, marketing and programming.
"
139,Poke House,https://poke-house.com/en-us/,Endeavor Italy ,"          Matteo Pichi ,           Vittoria Zanetti ","Poke House is an Italian ‘fast-casual’ F&B chain that focuses on offering high-quality and affordable poke bowls across Europe.
"
140,Previta,http://www.previta.com.mx,Endeavor Mexico ,"          Morgan Guerra ,           Christian Guerra ","Previta provides preventive healthcare services, including diagnostic tests, clinical laboratory exams, vaccinations, and a convenient and proprietary health-monitoring platform.
"
141,Quantum Metric,https://www.quantummetric.com/,Endeavor Colorado ,          Mario Ciabarra ,"Quantum Metric is a continuous product design platform that helps organizations build better products faster.
"
142,Rappi,https://www.rappi.com,Endeavor Colombia ,"          Simon Borreo ,           Sebastian Mejia ",
143,RD Station,http://resultadosdigitais.com.br/,Endeavor Brazil ,"          Bruno Ghisi ,           Guilherme Lopes ,           Eric Santos ,           André Siqueira  ","RD Station is the leading player in Brazil’s digital marketing space, offering an all-in-one, low-cost marketing automation software to help businesses leverage inbound marketing techniques to organically attract clients. RD was acquired in 2021 in the largest M&A deal in the history of the Brazilian start-up tech sector.
"
144,RobinFood,https://www.robinfood.com/,Endeavor Colombia ,          Jose Guillermo Calderon Ardila ,"RobinFood is Latin America´s largest cloud-restaurant company. The company has created a foodservice house of brands with a proprietary tech platform to increase efficiency and user satisfaction, operating under an asset light model and centralization to decrease costs.
"
145,Salesloft,https://salesloft.com/,Endeavor Atlanta ,"          Rob Forman ,           Kyle Porter ","SalesLoft is a SaaS-based sales engagement platform that helps sales representatives set and execute on a cadence of phone, email and social communications to turn more target accounts into customers. SalesLoft became a unicorn in 2021.
"
146,Sallve,https://www.sallve.com.br/,Endeavor Brazil ,"          Daniel Wjuniski  ,           Julia Petit ,           Marcia Netto  ","Sallve is a beauty D2C brand that is revolutionizing the cosmetics space in Brazil.
"
147,Sansan,https://www.sansan.com/,Endeavor Japan ,"          Chikahiro Terada ,           Kei Tomioka ","Sansan provides a cloud-based data management service for companies to improve communications and sales. In 2019, Sansan was listed on the Tokyo Stock Exchange (TSE).
"
148,Sary,https://sary.com/,Endeavor Saudi Arabia ,"          Mohammed AlDossary ,           Khaled AlSiari ","With a mission to digitize and revolutionize the wholesale market, Sary is an online B2B marketplace that connects small businesses with a network of wholesale market suppliers and distributors via mobile and web applications.
"
149,Satellogic,http://www.satellogic.com/,Endeavor Argentina ,          Emiliano Kargieman ,"Satellogic is a nano-satellite company that produces commercial-grade, affordable Earth observation data for daily decision making.
"
150,Seedtag,https://www.seedtag.com/,Endeavor Spain ,"          Albert Nieto  ,           Jorge Poyatos ","Seedtag is a contextual advertising company which uses AI technology based on Machine Learning algorithms to power the most relevant and engaging communications in a privacy-first world.

"
151,Shipper,https://shipper.id/,Endeavor Indonesia ,"          Phil Opamuratawongse ,           Budi Handoko ","Shipper is one of the fastest growing technology companies in Indonesia, providing end-to-end digital supply chain solutions for businesses of all sizes in a market where last mile fulfillment and delivery is estimated at $80B.
"
152,Sky Mavis,https://skymavis.com/,Endeavor Vietnam ,          Trung Nguyen ,"Sky Mavis is a technology company that creates decentralized blockchain applications. It’s hit video game Axie Infinity, the #1 Ethereum game by daily, weekly, and Monthly active users, is a player-owned game universe where players can own, buy, sell, and trade resources to “play-and-earn”. 
"
153,SonderMind,https://sondermind.com/,Endeavor Colorado ,          Mark Frank ,"SonderMind is a U.S. based mental health platform that gives individuals access to high-quality, in-network therapists, and manages the complexities of therapists’ private practice compliance and billing.
"
154,Squire,https://getsquire.com/,Endeavor Western New York ,"          Songe LaRon ,           Dave Salvant ","Squire is a business management software for barbershops and men’s salons.
"
155,Strong Roots,http://www.strongroots.com,Endeavor Ireland ,          Samuel Dennigan ,"Strong Roots offers tasty, plant-based, and environmentally responsible frozen foods designed for busy lives. 
"
156,SWVL,https://www.swvl.com/,Endeavor Egypt ,"          Mostafa Kandil ,           Mahmoud Nouh ,           Ahmed Sabah ","Swvl’s is a mobility platform that is transforming mass transit in major cities by providing affordable, app-based bus transportation. It became Egypt’s fastest growing unicorn in 2021.
"
157,Symend,https://symend.com/,Endeavor Canada ,"          Tiffany Kaminsky ,           Hanif Joshaghani ","Symend helps enterprise clients design, execute and optimize digital customer engagement campaigns. Its no-code turn-key solution solves the tricky churn problem that plagues mature markets like cellular subscribers, & more. 
"
158,SYNQA,https://www.synqa.co/,Endeavor Japan ,"          Jun Hasegawa  ,                     Donnie Harinsut                    ","SYNQA’s “Omise” provides merchants an end-to-end payments platform that enables them to accept, process, and disburse payments online, in-store and in-app.
"
159,Tabby,https://tabby.ai/,Endeavor UAE ,"          Hosam Arab ,           Daniil Barkalov ","Tabby is the first licensed FinTech company to provide a Buy Now Pay Later (BNPL) solution across the GCC.
"
160,Tarfin,https://tarfin.com/,Endeavor Turkey ,          Mehmet Memecan ,"Tarfin finances high-quality agricultural inputs for farmers in Turkey through widespread sales points. 
"
161,TeamApt,https://teamapt.com/,Endeavor Nigeria ,"          Tosin Eniolorunda ,           Felix Ike ,           Dotun Olowoporoku ","TeamApt’s core product, Moniepoint, is an agency-banking solution that enables small businesses to provide basic financial services such as deposits, withdrawals, transfers, and bill payments to their customers.
"
162,Technisys,https://www.technisys.com/,Endeavor Argentina ,"          German Pugliese ,           Miguel ""Mike"" Santos  ","Technisys provides a next-gen digital banking software platform, allowing traditional banks to effectively transform to digital, and enabling challenger, neo banks and fintech companies to jumpstart.
"
163,Thunes,https://www.thunes.com/,Endeavor Indonesia ,          Peter de Caluwe ,"Thunes is making the process of moving money across borders a simple endeavor. The company has built a proprietary interoperable global payments network that enables seamless and real-time movement of funds across borders and payments systems.
"
